videoId,trackKey,trackId,pedestrianId,firstOffsetSeconds,lastOffsetSeconds,bestOffsetSeconds,firstObservedAt,lastObservedAt,firstTimestamp,lastTimestamp,bestTimestamp,sampleCount,roiQualifiedSampleCount,maxOcclusionClass,thumbnailPath,previewPath,appearanceSummary
6b504d34,6b504d34:1,36cb3765,1,0.0,9.26,7.72,2026-04-01T10:10:10,2026-04-01T10:10:19,10:10:10 AM,10:10:19 AM,10:10:17 AM,10,10,2,storage/videos/processed/6b504d34/tracks/track-1.jpg,,"Representative crop suggests head region appears orange, upper clothing appears orange, lower clothing appears gray. Visibility shows moderate occlusion."
6b504d34,6b504d34:2,bced3ac5,2,0.0,0.28,0.27,2026-04-01T10:10:10,2026-04-01T10:10:10,10:10:10 AM,10:10:10 AM,10:10:10 AM,1,1,2,storage/videos/processed/6b504d34/tracks/track-2.jpg,,"Representative crop suggests head region appears brown, upper clothing appears brown, lower clothing appears yellow. Visibility shows heavy occlusion."
6b504d34,6b504d34:3,ed448105,3,0.0,0.1,0.08,2026-04-01T10:10:10,2026-04-01T10:10:10,10:10:10 AM,10:10:10 AM,10:10:10 AM,1,1,0,storage/videos/processed/6b504d34/tracks/track-3.jpg,,"Representative crop suggests head region appears gray, upper clothing appears gray, lower clothing appears yellow. Visibility shows light occlusion."
6b504d34,6b504d34:4,ec82559a,4,0.0,0.42,0.05,2026-04-01T10:10:10,2026-04-01T10:10:10,10:10:10 AM,10:10:10 AM,10:10:10 AM,1,1,2,storage/videos/processed/6b504d34/tracks/track-4.jpg,,"Representative crop suggests head region appears gray, upper clothing appears brown, lower clothing appears gray. Visibility shows heavy occlusion."
6b504d34,6b504d34:5,eab2281d,5,0.0,0.25,0.25,2026-04-01T10:10:10,2026-04-01T10:10:10,10:10:10 AM,10:10:10 AM,10:10:10 AM,1,1,2,storage/videos/processed/6b504d34/tracks/track-5.jpg,,"Representative crop suggests head region appears orange, upper clothing appears brown, lower clothing appears gray. Visibility shows heavy occlusion."
6b504d34,6b504d34:6,ed2be1e1,6,0.23,0.38,0.37,2026-04-01T10:10:10,2026-04-01T10:10:10,10:10:10 AM,10:10:10 AM,10:10:10 AM,1,1,1,storage/videos/processed/6b504d34/tracks/track-6.jpg,,"Representative crop suggests head region appears orange, upper clothing appears gray, lower clothing appears yellow. Visibility shows moderate occlusion."
6b504d34,6b504d34:7,d1b359df,7,0.37,0.78,0.47,2026-04-01T10:10:10,2026-04-01T10:10:10,10:10:10 AM,10:10:10 AM,10:10:10 AM,1,1,2,storage/videos/processed/6b504d34/tracks/track-7.jpg,,"Representative crop suggests head region appears gray, upper clothing appears brown, lower clothing appears orange. Visibility shows heavy occlusion."
6b504d34,6b504d34:8,52872504,8,0.43,0.43,0.43,2026-04-01T10:10:10,2026-04-01T10:10:10,10:10:10 AM,10:10:10 AM,10:10:10 AM,1,1,0,storage/videos/processed/6b504d34/tracks/track-8.jpg,,"Representative crop suggests head region appears orange, upper clothing appears gray, lower clothing appears yellow. Visibility shows light occlusion."
6b504d34,6b504d34:11,4062f18f,11,0.52,0.58,0.58,2026-04-01T10:10:10,2026-04-01T10:10:10,10:10:10 AM,10:10:10 AM,10:10:10 AM,1,1,1,storage/videos/processed/6b504d34/tracks/track-11.jpg,,"Representative crop suggests head region appears orange, upper clothing appears gray, lower clothing appears yellow. Visibility shows moderate occlusion."
6b504d34,6b504d34:13,40f49c77,13,0.62,0.7,0.62,2026-04-01T10:10:10,2026-04-01T10:10:10,10:10:10 AM,10:10:10 AM,10:10:10 AM,1,1,2,storage/videos/processed/6b504d34/tracks/track-13.jpg,,"Representative crop suggests head region appears orange, upper clothing appears brown, lower clothing appears orange. Visibility shows heavy occlusion."
6b504d34,6b504d34:14,13759384,14,1.02,1.05,1.03,2026-04-01T10:10:11,2026-04-01T10:10:11,10:10:11 AM,10:10:11 AM,10:10:11 AM,1,1,0,storage/videos/processed/6b504d34/tracks/track-14.jpg,,"Representative crop suggests head region appears orange, upper clothing appears gray, lower clothing appears yellow. Visibility shows light occlusion."
6b504d34,6b504d34:15,a1ba8e5d,15,1.35,1.42,1.35,2026-04-01T10:10:11,2026-04-01T10:10:11,10:10:11 AM,10:10:11 AM,10:10:11 AM,1,1,0,storage/videos/processed/6b504d34/tracks/track-15.jpg,,"Representative crop suggests head region appears orange, upper clothing appears gray, lower clothing appears yellow. Visibility shows light occlusion."
6b504d34,6b504d34:16,16612aaf,16,1.57,1.65,1.65,2026-04-01T10:10:11,2026-04-01T10:10:11,10:10:11 AM,10:10:11 AM,10:10:11 AM,1,1,1,storage/videos/processed/6b504d34/tracks/track-16.jpg,,"Representative crop suggests head region appears orange, upper clothing appears gray, lower clothing appears yellow. Visibility shows moderate occlusion."
6b504d34,6b504d34:17,19af18ba,17,1.69,2.45,1.69,2026-04-01T10:10:11,2026-04-01T10:10:12,10:10:11 AM,10:10:12 AM,10:10:11 AM,2,2,0,storage/videos/processed/6b504d34/tracks/track-17.jpg,,"Representative crop suggests head region appears gray, upper clothing appears brown, lower clothing appears yellow. Visibility shows light occlusion."
6b504d34,6b504d34:18,982ff44c,18,1.7,1.72,1.7,2026-04-01T10:10:11,2026-04-01T10:10:11,10:10:11 AM,10:10:11 AM,10:10:11 AM,1,1,1,storage/videos/processed/6b504d34/tracks/track-18.jpg,,"Representative crop suggests head region appears orange, upper clothing appears gray, lower clothing appears yellow. Visibility shows moderate occlusion."
6b504d34,6b504d34:19,edbb7685,19,1.77,1.79,1.79,2026-04-01T10:10:11,2026-04-01T10:10:11,10:10:11 AM,10:10:11 AM,10:10:11 AM,1,1,1,storage/videos/processed/6b504d34/tracks/track-19.jpg,,"Representative crop suggests head region appears orange, upper clothing appears gray, lower clothing appears yellow. Visibility shows moderate occlusion."
6b504d34,6b504d34:25,cbe35ed1,25,3.29,3.39,3.37,2026-04-01T10:10:13,2026-04-01T10:10:13,10:10:13 AM,10:10:13 AM,10:10:13 AM,1,1,1,storage/videos/processed/6b504d34/tracks/track-25.jpg,,"Representative crop suggests head region appears orange, upper clothing appears gray, lower clothing appears yellow. Visibility shows moderate occlusion."
6b504d34,6b504d34:26,be4f638a,26,3.44,9.18,4.79,2026-04-01T10:10:13,2026-04-01T10:10:19,10:10:13 AM,10:10:19 AM,10:10:14 AM,7,7,2,storage/videos/processed/6b504d34/tracks/track-26.jpg,,"Representative crop suggests head region appears yellow, upper clothing appears brown, lower clothing appears orange. Visibility shows moderate occlusion."
6b504d34,6b504d34:29,4350bf93,29,3.59,3.84,3.84,2026-04-01T10:10:13,2026-04-01T10:10:13,10:10:13 AM,10:10:13 AM,10:10:13 AM,1,1,0,storage/videos/processed/6b504d34/tracks/track-29.jpg,,"Representative crop suggests head region appears orange, upper clothing appears orange, lower clothing appears yellow. Visibility shows light occlusion."
